"ID (do not edit)","Content type","Element type","Source language (PT)","Target language (EN)"
"{""contentId"":""5915c760-65ea-4708-a4d6-31b56f9ba2e5"",""fieldId"":""nome"",""sequencePath"":[]}","TEXT","Import2","Maitreya",
"{""contentId"":""7f3e2ae8-2a5a-4d1a-8b2e-8d27126f7272"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_2"">ANSEIE pelo inexprimível!</p>","<p class=""font_2"">LONG for the inexpressible!</p>"
"{""contentId"":""bd53f219-c455-4f8f-8140-355f18f74580"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","Uma casa na cidade de Samudra-pratiṣṭhāna.","A house in the city of Samudra-pratiṣṭhāna."
"{""contentId"":""bd53f219-c455-4f8f-8140-355f18f74580"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Prabhūtā explica a Sudhana que ela, junto com seu séquito, compartilha a mesma conduta, mérito e aspiração. Ela descreve como, a partir de seu pequeno pote, ela pode alimentar e prover para todos os seres do universo. Ela afirma que a comida de seu pote é tão poderosa que permite que śrāvakas, pratyekabuddhas e bodhisattvas em sua última vida atinjam suas respectivas iluminações.","Prabhūtā explains to Sudhana that she, along with her retinue, shares the same conduct, merit, and aspiration. She describes how, from her small pot, she can feed and provide for all beings in the universe. She claims that the food from her pot is so powerful that it enables śrāvakas, pratyekabuddhas, and bodhisattvas to attain their respective enlightenments in their final lives."
"{""contentId"":""bd53f219-c455-4f8f-8140-355f18f74580"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","A liberação do bodhisattva chamada ""a exibição incessante do tesouro do mérito"". Este ensinamento demonstra o poder da generosidade ilimitada, mostrando que o mérito de um bodhisattva pode se manifestar como uma fonte inesgotável que satisfaz todas as necessidades físicas e espirituais de todos os seres, sem nunca se esgotar.","The liberation of the bodhisattva is called ""the ceaseless display of the treasury of merit."" This teaching demonstrates the power of limitless generosity, showing that a bodhisattva's merit can manifest as an inexhaustible source that satisfies all the physical and spiritual needs of all beings, without ever running out."
"{""contentId"":""bd53f219-c455-4f8f-8140-355f18f74580"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","De início, dez mil donzelas que são emanações de sua própria prática. Mais tarde, incontáveis seres de todas as dez direções, atraídos por suas preces passadas, chegam para receber suas oferendas.","At first, ten thousand maidens who are emanations of his own practice. Later, countless beings from all ten directions, drawn by his past prayers, arrive to receive his offerings."
"{""contentId"":""bd53f219-c455-4f8f-8140-355f18f74580"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Sudhana encontra Prabhūtā, uma jovem donzela de beleza estonteante, sentada em uma casa que, embora pareça simples, pode acomodar um número infinito de seres. Ela não possui nada além de um único e pequeno pote, que se revela um tesouro inesgotável de generosidade. Ela está acompanhada por dez mil donzelas com qualidades de apsarás.","Sudhana encounters Prabhūtā, a young maiden of stunning beauty, sitting in a house that, though seemingly simple, can accommodate an infinite number of beings. She possesses nothing but a single, small pot, which proves to be an inexhaustible treasure of bounty. She is accompanied by ten thousand maidens with the qualities of apsaras."
"{""contentId"":""bd53f219-c455-4f8f-8140-355f18f74580"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende que o mérito acumulado através da generosidade é verdadeiramente inesgotável e que a simplicidade externa pode conter um poder interno ilimitado. Ele testemunha como a compaixão ativa não apenas alivia o sofrimento material, mas também serve como um catalisador direto para a iluminação dos outros.","Sudhana learns that merit accumulated through generosity is truly inexhaustible and that outward simplicity can contain limitless inner power. He witnesses how active compassion not only alleviates material suffering but also serves as a direct catalyst for the enlightenment of others."
"{""contentId"":""bd53f219-c455-4f8f-8140-355f18f74580"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","O contraste entre a aparência simples (uma jovem donzela com um pequeno pote) e o poder miraculoso infinito. O pote como um símbolo da generosidade inesgotável de um bodhisattva. A conexão direta entre o ato de dar (alimentar) e a capacidade de levar outros à iluminação final.","The contrast between the simple appearance (a young maiden with a small pot) and the infinite miraculous power. The pot as a symbol of a bodhisattva's inexhaustible generosity. The direct connection between the act of giving (feeding) and the ability to lead others to final enlightenment."
"{""contentId"":""bd53f219-c455-4f8f-8140-355f18f74580"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Prabhūtā, como os outros, admite que conhece apenas este portal do mérito inesgotável e direciona Sudhana para seu próximo guia, o chefe de família Vidvān, na cidade de Mahāsaṃbhava.","Prabhūtā, like the others, admits that he knows only this door of inexhaustible merit and directs Sudhana to his next guide, the householder Vidvān, in the city of Mahāsaṃbhava."
"{""contentId"":""bd53f219-c455-4f8f-8140-355f18f74580"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","A principal manifestação é o pequeno pote. Deste único recipiente, Prabhūtā materializa qualquer tipo de comida, bebida, assento, roupa, joia ou outro item desejado para satisfazer plenamente incontáveis seres que chegam de todas as direções. O pote nunca se esvazia. Além disso, as fragrâncias que emanam de suas assistentes pacificam as mentes de todos na cidade, eliminando a raiva, a cobiça e o ciúme.","The main manifestation is the small pot. From this single vessel, Prabhūtā materializes any food, drink, seat, clothing, jewelry, or other desired item to fully satisfy countless beings arriving from all directions. The pot never empties. Furthermore, the fragrances emanating from his attendants pacify the minds of everyone in the city, eliminating anger, greed, and jealousy."
"{""contentId"":""bd53f219-c455-4f8f-8140-355f18f74580"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","PRABHŪTĀ",
"{""contentId"":""bd53f219-c455-4f8f-8140-355f18f74580"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Abundante",
"{""contentId"":""3458792c-6dc0-41d4-975d-d1623bef8b2c"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","540c04_af9b003d061e40628d6c8dec99d50472~mv2.png",
"{""contentId"":""3458792c-6dc0-41d4-975d-d1623bef8b2c"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","technosutra-logo1_edited.png",
"{""contentId"":""5b3a5bef-40be-4c31-8dd6-5307e1e0cae3"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Sudhana se aproxima da deusa, cujo corpo se manifesta simultaneamente em todas as direções, aparecendo diante de todos os seres de forma adaptada para guiá-los e amadurecê-los.",
"{""contentId"":""5b3a5bef-40be-4c31-8dd6-5307e1e0cae3"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","Sudhana vê a deusa da noite Sarvanagararakṣāsaṃbhavatejaḥśrī sentada em um trono de lótus e tendo um corpo que pode aparecer e se comunicar com todos os seres. Ela diz a ele que alcançou a liberação bodhisattvica chamada entrada em belos sons e manifestações profundas. Ela descreve como guia os seres, ensinando o Dharma de várias maneiras, e como vê o reino dos fenômenos de dez maneiras e ensina através de milhares de poderes de retenção mental, dez dos quais ela lista.",
"{""contentId"":""5b3a5bef-40be-4c31-8dd6-5307e1e0cae3"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/1MpF-hIcWTaSFsUo-0yF8euMmwL3rf4Gt/view?usp=drive_link",
"{""contentId"":""5b3a5bef-40be-4c31-8dd6-5307e1e0cae3"",""fieldId"":""qrCodeUrl"",""sequencePath"":[]}","TEXT","Import2","https://technosutra21.github.io/technosutra/?model=39",
"{""contentId"":""5b3a5bef-40be-4c31-8dd6-5307e1e0cae3"",""fieldId"":""ocupacao"",""sequencePath"":[]}","TEXT","Import2","Deusa da Noite",
"{""contentId"":""5b3a5bef-40be-4c31-8dd6-5307e1e0cae3"",""fieldId"":""linkModel"",""sequencePath"":[]}","TEXT","Import2","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo39.glb",
"{""contentId"":""5b3a5bef-40be-4c31-8dd6-5307e1e0cae3"",""fieldId"":""nome"",""sequencePath"":[]}","TEXT","Import2","Sarva­nagara­rakṣā­saṃbhava­tejaḥ­śrī",
"{""contentId"":""548463cb-eb84-4b85-bc14-4ddf40bcfbcb"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","a3009f_e37f1b6406f045c0a4efc9a6e1c0cebb~mv2.png",
"{""contentId"":""548463cb-eb84-4b85-bc14-4ddf40bcfbcb"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX",,
"{""contentId"":""286910c0-bd5b-4f01-a802-d3023febbaae"",""fieldId"":""location"",""sequencePath"":[]}","TEXT","Import1","Na costa do oceano, em um distrito chamado Sāgaramukha.",
"{""contentId"":""286910c0-bd5b-4f01-a802-d3023febbaae"",""fieldId"":""main_dialogue"",""sequencePath"":[]}","TEXT","Import1","Sudhana expressa sua aspiração e faz perguntas poéticas sobre a jornada do bodhisattva. Sāgaramegha primeiro elogia a motivação de Sudhana, descreve os pré-requisitos para a aspiração à iluminação e depois narra a longa contemplação do oceano que culminou em sua visão e recebimento do Dharma.",
"{""contentId"":""286910c0-bd5b-4f01-a802-d3023febbaae"",""fieldId"":""main_teaching"",""sequencePath"":[]}","TEXT","Import1","A Liberação através da Contemplação da Vastidão e do Recebimento do Dharma. Sāgaramegha ensina o portal do Dharma chamado ""Olhos que Tudo Veem"" (All-Seeing Eyes), que lhe foi transmitido diretamente por um Tathāgata que surgiu de uma visão. Este ensinamento é tão vasto que todo o oceano como tinta não seria suficiente para escrevê-lo.",
"{""contentId"":""286910c0-bd5b-4f01-a802-d3023febbaae"",""fieldId"":""assembly_present"",""sequencePath"":[]}","TEXT","Import1","A assembleia é visionária, composta por seres mitológicos (nāgas, asuras, etc.) que reverenciam o lótus cósmico. Após sua realização, Sāgaramegha também ensina a seres das dez direções que o procuram.",
"{""contentId"":""286910c0-bd5b-4f01-a802-d3023febbaae"",""fieldId"":""context"",""sequencePath"":[]}","TEXT","Import1","Após contemplar por doze anos a vastidão do oceano, questionando se existia algo maior, Sāgaramegha tem uma visão transformadora que se torna a base de seu ensinamento. Sudhana o encontra e faz uma série de perguntas poéticas sobre como um bodhisattva avança no caminho.",
"{""contentId"":""286910c0-bd5b-4f01-a802-d3023febbaae"",""fieldId"":""spiritual_progression"",""sequencePath"":[]}","TEXT","Import1","Sudhana aprende que a profunda contemplação da natureza pode levar a visões transformadoras e ao recebimento direto de ensinamentos. Ele compreende que mesmo um ensinamento tão profundo é apenas um portal entre muitos, reforçando a vastidão do caminho do bodhisattva.",
"{""contentId"":""286910c0-bd5b-4f01-a802-d3023febbaae"",""fieldId"":""unique_elements"",""sequencePath"":[]}","TEXT","Import1","'- Contemplação da Natureza: O uso da contemplação do oceano como método para abrir a mente à vastidão do Dharma.",
"{""contentId"":""286910c0-bd5b-4f01-a802-d3023febbaae"",""fieldId"":""transition"",""sequencePath"":[]}","TEXT","Import1","Sāgaramegha, assim como seu predecessor, reconhece a limitação de seu conhecimento. Ele afirma que só conhece este portal do Dharma e direciona Sudhana para seu próximo kalyāṇamitra, o bhikṣu Supratiṣṭhita, que reside em Sāgaratīra, no caminho para Laṅka.",
"{""contentId"":""286910c0-bd5b-4f01-a802-d3023febbaae"",""fieldId"":""miraculous_manifestations"",""sequencePath"":[]}","TEXT","Import1","A principal manifestação é a visão de um gigantesco lótus de joias surgindo do oceano, sustentado por asuras e reverenciado por uma vasta assembleia de seres (nāgas, garuḍas, devas, etc.). No centro do lótus, Sāgaramegha vê um corpo de Tathāgata, cuja forma se estende até o cume da existência, que então lhe transmite o ensinamento.",
"{""contentId"":""286910c0-bd5b-4f01-a802-d3023febbaae"",""fieldId"":""chapter_title"",""sequencePath"":[]}","TEXT","Import1","SĀGARAMEGHA",
"{""contentId"":""286910c0-bd5b-4f01-a802-d3023febbaae"",""fieldId"":""name_translation"",""sequencePath"":[]}","TEXT","Import1","Nuvem do Oceano",
"{""contentId"":""30ee8d2a-8b5b-4136-b08e-1890392cd214"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","540c04_5ce9d56451b84228a181cbca3c9f88da~mv2.png","540c04_5ce9d56451b84228a181cbca3c9f88da~mv2.png"
"{""contentId"":""30ee8d2a-8b5b-4136-b08e-1890392cd214"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","Firefly_20250627011924-removebg-preview_edited.png","Firefly_20250627011924-removebg-preview_edited.png"
"{""contentId"":""26f97a7c-24eb-4a32-85cb-be78ea9c86ca"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","dd258c_204cc587bfe14171be03ab68dd00ef97~mv2.png",
"{""contentId"":""26f97a7c-24eb-4a32-85cb-be78ea9c86ca"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","Pink Poppy Flowers",
"{""contentId"":""285e89e0-856a-4f51-a133-bacd99a4a8fe"",""fieldId"":""descPersonagem"",""sequencePath"":[]}","TEXT","Import2","Continuando sua jornada através da assembleia de deusas da noite, Sudhana encontra Samanta­sattva­trāṇojaḥ­śrī, cujo nome significa ""Glória do Poder que Protege Todos os Seres"".","Continuing his journey through the assembly of night goddesses, Sudhana encounters Samantasattvatrāṇojaḥśrī, whose name means ""Glory of the Power That Protects All Beings."""
"{""contentId"":""285e89e0-856a-4f51-a133-bacd99a4a8fe"",""fieldId"":""resumoDoCap84000Co"",""sequencePath"":[]}","TEXT","Import2","Quando Sudhana percorre a curta distância para ver a deusa da noite Samantasattvatrāṇojaḥśrī, ela irradia sobre ele um raio de luz que o faz entrar num samādhi e ver mundos nos átomos do solo, e vê-la aparecer em todos eles para guiar e ajudar os seres através do poder da sua liberação bodhisattvica chamada as manifestações que guiam os seres que aparecem em todos os mundos. Sudhana recita-lhe versos, descrevendo essa visão, e pergunta-lhe quando alcançou essa liberação.","When Sudhana travels the short distance to see the night goddess Samantasattvatrāṇojaḥśrī, she shines upon him a ray of light that causes him to enter samādhi and see worlds in the atoms of the earth, and see her appear in all of them to guide and help beings through the power of her bodhisattvic liberation called the manifestations that guide the beings that appear in all the worlds. Sudhana recites verses to him describing this vision and asks him when he attained this liberation."
"{""contentId"":""285e89e0-856a-4f51-a133-bacd99a4a8fe"",""fieldId"":""capUrl"",""sequencePath"":[]}","TEXT","Import2","https://drive.google.com/file/d/1HW4ukW5J3BIC5zupSFqxaN8MCSJEq9SI/view?usp=drive_link",
"{""contentId"":""285e89e0-856a-4f51-a133-bacd99a4a8fe"",""fieldId"":""qrCodeUrl"",""sequencePath"":[]}","TEXT","Import2","https://technosutra21.github.io/technosutra/?model=37",
"{""contentId"":""285e89e0-856a-4f51-a133-bacd99a4a8fe"",""fieldId"":""ocupacao"",""sequencePath"":[]}","TEXT","Import2","Deusa da Noite","Goddess of the Night"
